Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Card_Type,Card_Age,Authentication_Method,Risk_Score,Is_Weekend,Transaction_Month,Transaction_Day,Transaction_Hour,Transaction_DayOfWeek,Failed_Transaction_Rate,Transaction_Ratio
POS,67868.93,Tablet,Sydney,Restaurants,Amex,66.0,Biometric,0.9543,0,4,24,2,0,0.08333333333333333,0.06378578814133419
Bank Transfer,78618.81,Laptop,Tokyo,Restaurants,Visa,232.0,Biometric,0.1436,1,7,8,11,5,0.2,0.8938333697791385
ATM Withdrawal,15633.61,Tablet,Sydney,Clothing,Discover,1.0,OTP,0.1854,0,10,3,9,1,0.0,0.4911175018866385
Online,29709.41,Laptop,Sydney,Travel,Mastercard,25.0,Password,0.7538,0,11,1,8,2,0.16666666666666666,0.19857012180443886
ATM Withdrawal,90588.85,Tablet,Sydney,Groceries,Amex,36.0,Password,0.7836,0,3,7,13,1,0.16666666666666666,0.10467806841046276
ATM Withdrawal,78268.94,Tablet,Mumbai,Travel,Mastercard,39.0,Biometric,0.9949,0,5,17,18,2,0.2,0.32454251883745966
Bank Transfer,57862.43,Tablet,London,Groceries,Amex,190.0,OTP,0.4955,1,12,24,7,6,0.0,0.09826520912547529
ATM Withdrawal,19359.52,Mobile,Mumbai,Restaurants,Visa,11.0,PIN,0.1154,1,5,13,12,5,3.0,0.041048443716358525
Bank Transfer,99963.71,Mobile,London,Clothing,Discover,28.0,Password,0.1142,1,6,17,19,5,0.18181818181818182,0.34706370616310445
Online,12732.57,Tablet,London,Clothing,Visa,201.0,PIN,0.12,1,8,27,23,6,0.2727272727272727,0.5260698657568791
Online,78839.19,Tablet,unknown,Travel,Amex,195.0,PIN,0.3833,0,5,8,4,0,0.36363636363636365,0.7335391420540939
ATM Withdrawal,78439.93,Tablet,Sydney,Restaurants,Amex,193.0,Biometric,0.8656,0,12,8,10,4,0.0,0.13213472786469588
Bank Transfer,43421.23,Tablet,London,Groceries,Visa,1.0,Biometric,0.3561,0,9,18,6,0,0.0,0.23144990101843682
ATM Withdrawal,99892.48,Tablet,New York,Clothing,Amex,206.0,OTP,0.877,0,11,13,1,0,0.08333333333333333,0.3652338469856718
POS,32270.75,Tablet,London,Groceries,Amex,207.0,Biometric,0.206,1,9,23,15,5,0.07692307692307693,0.28232624113475174
ATM Withdrawal,94014.23,Laptop,New York,Clothing,Visa,79.0,OTP,0.8347,1,5,14,18,6,0.0,1.2756458870519238
Online,36243.24,Mobile,Tokyo,Groceries,Amex,10.0,Password,0.6867,1,5,28,22,6,0.125,0.01162875208954139
Online,94513.14,Laptop,Tokyo,Electronics,Visa,19.0,Biometric,0.7739,1,4,29,12,5,0.5714285714285714,0.4285012134058306
ATM Withdrawal,11849.72,Tablet,London,Restaurants,Mastercard,123.0,Biometric,0.6803,0,2,8,22,2,0.14285714285714285,0.027280477408354646
Online,35116.15,Tablet,Mumbai,Travel,Discover,154.0,PIN,0.687,0,2,10,10,4,0.3,0.1308408988014392
ATM Withdrawal,4800.34,Laptop,New York,Restaurants,Visa,1.0,Password,0.186,0,12,21,6,3,0.23076923076923078,0.31194850789935635
Online,39815.2,Tablet,Mumbai,Electronics,Amex,51.0,PIN,0.2845,0,12,27,2,2,0.25,0.17851924013638576
Bank Transfer,50077.87,Tablet,Sydney,Clothing,Amex,143.0,Biometric,0.9583,0,3,27,1,0,0.07142857142857142,0.3524164774570224
ATM Withdrawal,26607.68,Tablet,New York,Restaurants,Visa,72.0,Password,0.5186,0,7,20,10,3,0.42857142857142855,0.2950088925910083
Online,97940.3,Laptop,Tokyo,Groceries,Visa,1.0,PIN,0.1437,1,9,23,13,5,0.2857142857142857,0.0783186375166083
ATM Withdrawal,40139.23,Laptop,New York,Clothing,Mastercard,211.0,OTP,0.1367,0,2,27,8,0,0.6,0.5074127906976744
Online,63201.03,Tablet,New York,Groceries,Discover,109.0,PIN,0.0803,0,5,30,14,1,0.3,0.05777556214415029
POS,71306.97,Tablet,New York,Restaurants,Discover,143.0,Biometric,0.8617,0,3,28,20,1,0.0,0.36051176406809066
Online,65947.87,Tablet,New York,Groceries,Visa,149.0,OTP,0.1878,0,11,17,15,4,0.09090909090909091,0.5784766881028939
POS,47052.3,Mobile,New York,Clothing,Mastercard,200.0,OTP,0.0657,0,1,23,21,0,0.16666666666666666,0.16061703480496503
Bank Transfer,23592.14,Mobile,London,Electronics,Discover,110.0,PIN,0.9352,0,7,21,14,4,0.5714285714285714,0.3189665507732886
Bank Transfer,29939.9,Laptop,Tokyo,Clothing,Discover,200.0,OTP,0.7914,0,4,5,12,2,0.5714285714285714,0.030040941658137154
Online,96842.95,Mobile,London,Clothing,Mastercard,199.0,PIN,0.8765,0,4,27,7,3,3.0,0.2761500843900117
POS,45523.75,Tablet,Sydney,Travel,Amex,211.0,Biometric,0.7792,0,4,24,4,0,0.5,2.8504969630038657
ATM Withdrawal,85467.44,Mobile,New York,Groceries,Discover,117.0,Biometric,0.53,1,8,20,13,6,0.0,0.21990193503195868
POS,1070.84,Laptop,London,Clothing,Mastercard,25.0,Biometric,0.4297,0,8,16,12,2,0.21428571428571427,0.11339802624801697
Bank Transfer,36401.8,Laptop,Tokyo,Clothing,Discover,154.0,Biometric,0.9262,0,4,12,11,2,0.0,0.8326662362814718
POS,62980.64,Laptop,New York,Restaurants,Mastercard,172.0,Password,0.186,1,7,29,3,5,0.0,0.16481338232450204
POS,23969.0,Tablet,New York,Travel,Mastercard,169.0,PIN,0.2176,1,10,15,4,6,0.07142857142857142,0.002511422433356531
ATM Withdrawal,99000.82,Tablet,London,Restaurants,Mastercard,165.0,PIN,0.8914,0,10,4,3,2,1.0,0.1007605296683782
Bank Transfer,12605.1,Laptop,Tokyo,Groceries,Visa,10.0,Password,0.2486,0,7,28,19,4,0.6666666666666666,0.17824275445263496
Bank Transfer,26607.91,Tablet,New York,Electronics,Visa,168.0,OTP,0.8413,1,1,1,19,6,0.5,0.6354096789650217
POS,38879.9,Mobile,Sydney,Electronics,Visa,213.0,Biometric,0.6439,0,5,19,0,4,1.0,0.21488198906972555
ATM Withdrawal,95969.23,Mobile,London,Restaurants,Mastercard,101.0,PIN,0.5045,0,8,15,11,1,0.25,0.00683944460964842
Bank Transfer,91036.61,Tablet,Tokyo,Restaurants,Mastercard,8.0,OTP,0.9986,0,10,20,20,4,0.25,0.1842888770135125
POS,27543.99,Tablet,Tokyo,Electronics,Mastercard,105.0,Biometric,0.9964,1,7,30,17,6,0.3076923076923077,1.9750969106073064
ATM Withdrawal,40704.98,Tablet,New York,Clothing,Visa,56.0,OTP,0.2115,0,10,6,17,4,0.0,0.9931893364467795
POS,7371.89,Tablet,Mumbai,Restaurants,Mastercard,147.0,Password,0.3008,0,5,30,19,1,0.3333333333333333,0.05484724560981477
Online,55264.47,Tablet,Mumbai,Restaurants,Discover,7.0,Biometric,0.9721,0,8,8,15,1,0.3333333333333333,1.7056834988379461
Bank Transfer,22548.95,Mobile,Mumbai,Clothing,Amex,225.0,PIN,0.5371,0,8,8,8,1,1.0,0.08903192080243082
Bank Transfer,86671.06,Mobile,Sydney,Clothing,Amex,151.0,OTP,0.0383,1,7,8,7,5,0.6666666666666666,2.244066655445211
Online,26696.93,Mobile,London,Electronics,Discover,2.0,OTP,0.9735,0,8,11,11,5,0.14285714285714285,0.12212981850515195
POS,46878.94,Tablet,Mumbai,Clothing,Visa,204.0,OTP,0.7372,0,12,18,12,0,0.0,0.348631539750512
POS,90987.09,Tablet,London,Restaurants,Visa,158.0,Biometric,0.411,0,6,23,20,4,0.4,0.02210843373493976
POS,19781.51,Laptop,New York,Travel,Visa,145.0,Password,0.1083,0,8,28,2,0,0.2857142857142857,0.35364842454394696
Online,87377.0,Mobile,Tokyo,Groceries,Discover,200.0,OTP,0.8651,0,10,5,21,3,0.42857142857142855,0.1756431377518692
ATM Withdrawal,82113.0,Mobile,Sydney,Travel,Visa,79.0,PIN,0.0794,0,9,19,17,1,0.5,0.4159693660473691
Bank Transfer,46230.22,Tablet,New York,Travel,Discover,189.0,Password,0.2109,0,12,4,21,0,1.0,0.5389453313981616
POS,6982.83,Laptop,New York,Travel,Mastercard,213.0,PIN,0.8923,0,1,6,8,4,0.14285714285714285,0.1723037347560976
ATM Withdrawal,99423.58,Laptop,London,Travel,Discover,188.0,OTP,0.7478,0,2,16,16,3,0.16666666666666666,9.768642447418738
Bank Transfer,78454.89,Tablet,New York,Groceries,Discover,70.0,Biometric,0.0565,1,2,26,9,6,0.5,0.8746402302526384
POS,24538.05,Tablet,Mumbai,Electronics,Visa,84.0,PIN,0.4973,0,6,9,20,4,0.23076923076923078,0.03368693821362054
ATM Withdrawal,23963.97,Mobile,Sydney,Travel,Visa,22.0,OTP,0.186,0,2,23,11,3,0.1111111111111111,0.312226745062566
Online,20730.24,Tablet,Tokyo,Groceries,Mastercard,145.0,Password,0.2294,1,10,1,18,6,0.0,0.897075579187239
POS,39363.2,Laptop,Sydney,Clothing,Amex,217.0,OTP,0.4169,1,7,1,11,5,0.25,0.02623833677750642
Bank Transfer,41047.83,Tablet,Tokyo,Clothing,Discover,58.0,PIN,0.2674,1,9,9,12,5,0.0,0.10031926019706063
Online,71631.02,Laptop,London,Restaurants,Discover,158.0,OTP,0.8345,1,8,19,12,5,0.18181818181818182,0.120156367876003
POS,29370.58,Tablet,London,Groceries,Discover,21.0,Biometric,0.7226,0,8,18,13,4,0.14285714285714285,0.2826921629150041
Bank Transfer,50295.76,Tablet,Sydney,Travel,Discover,209.0,Biometric,0.1858,0,1,10,3,1,0.0,2.8324235807860263
Online,75442.82,Tablet,Mumbai,Groceries,Mastercard,209.0,PIN,0.6744,0,4,19,23,2,0.0,0.14942595049904803
Bank Transfer,38546.26,Laptop,Sydney,Groceries,Amex,116.0,Password,0.0154,0,10,9,1,0,0.16666666666666666,0.47920649346579336
Online,84685.22,Mobile,London,Travel,Discover,148.0,Biometric,0.1304,0,11,2,2,3,0.16666666666666666,0.11154146313264156
Bank Transfer,76931.68,Laptop,London,Groceries,Visa,174.0,PIN,0.3206,0,12,6,12,2,0.16666666666666666,0.23769667573642494
POS,1574.69,Laptop,Tokyo,Restaurants,Mastercard,132.0,PIN,0.2597,0,7,14,0,4,0.3,2.347688123300091
Online,45415.16,Mobile,Mumbai,Restaurants,Amex,157.0,Biometric,0.0421,1,9,23,15,5,0.75,0.03610508799354546
Online,20669.67,Tablet,London,Travel,Visa,72.0,Biometric,0.2822,1,6,11,10,6,0.0,0.04379889701167115
Bank Transfer,30773.89,Tablet,Sydney,Restaurants,Discover,202.0,Password,0.235,1,8,26,11,5,0.16666666666666666,0.16946023776120503
Bank Transfer,9790.52,Tablet,Sydney,Electronics,Mastercard,75.0,Password,0.2805,0,8,11,11,5,0.14285714285714285,0.3471000380543057
Bank Transfer,53790.47,Mobile,Mumbai,Groceries,Visa,138.0,Biometric,0.4351,0,11,16,3,3,0.25,0.4714189427736945
POS,25919.77,Tablet,London,Travel,Visa,224.0,Password,0.9204,0,10,30,5,0,0.0,5.050539083557951
POS,36732.84,Mobile,Sydney,Clothing,Mastercard,181.0,OTP,0.8747,1,5,6,12,5,0.0,0.4111025960341029
POS,56669.91,Mobile,Sydney,Travel,Amex,173.0,Biometric,0.9228,0,7,13,20,3,0.4444444444444444,9.537267080745341
Online,52007.68,Tablet,Mumbai,Electronics,Mastercard,35.0,Biometric,0.0022,0,9,19,5,1,0.4,0.3587020648967551
Online,66760.04,Mobile,Sydney,Travel,Discover,22.0,Password,0.9341,1,11,18,16,5,0.25,0.3733454215775159
ATM Withdrawal,22391.67,Laptop,Sydney,Groceries,Mastercard,103.0,Password,0.8312,0,5,10,19,2,0.0,0.9220069547938401
POS,77889.8,Mobile,Tokyo,Groceries,Mastercard,163.0,OTP,0.8785,0,8,15,10,1,0.25,0.1678855994579059
ATM Withdrawal,30099.01,Tablet,Tokyo,Groceries,Mastercard,216.0,PIN,0.4577,0,7,4,16,1,1.0,0.06623523798162949
POS,53094.64,Tablet,Tokyo,Groceries,Mastercard,238.0,Password,0.9826,0,2,2,4,3,0.16666666666666666,0.3071455154447339
ATM Withdrawal,39851.52,Mobile,Mumbai,Groceries,Visa,190.0,PIN,0.6745,1,11,4,18,5,0.4,0.2172717404414425
Bank Transfer,25690.12,Tablet,New York,Restaurants,Visa,5.0,PIN,0.1791,0,12,21,15,3,0.1111111111111111,0.1003310649255104
Bank Transfer,52037.0,Laptop,London,Electronics,Amex,36.0,OTP,0.7122,0,6,2,10,4,0.4444444444444444,0.9897161661867544
POS,1788.83,Tablet,Sydney,Electronics,Visa,68.0,PIN,0.7988,1,11,26,9,6,0.0,0.10396084066822345
ATM Withdrawal,49339.79,Tablet,London,Groceries,Amex,187.0,Biometric,0.8331,0,8,1,18,1,0.3,0.08535013256147692
ATM Withdrawal,82542.94,Laptop,Mumbai,Clothing,Visa,97.0,OTP,0.4119,0,7,17,3,0,0.3333333333333333,0.23296919111329323
ATM Withdrawal,56012.84,Mobile,Sydney,Electronics,Mastercard,230.0,Password,0.195,0,4,21,4,4,1.0,0.6637606360719766
Bank Transfer,53585.69,Mobile,London,Travel,Amex,226.0,OTP,0.9558,1,10,28,15,5,0.36363636363636365,1.0940002625705658
POS,84836.69,Laptop,Mumbai,Clothing,Amex,34.0,OTP,0.7657,1,7,9,0,6,0.42857142857142855,7.120567375886526
Bank Transfer,91742.02,Tablet,Mumbai,Restaurants,Amex,126.0,PIN,0.3897,0,5,23,10,1,0.8,0.41855593888615084
ATM Withdrawal,5050.58,Laptop,unknown,Clothing,Visa,127.0,Password,0.0258,0,7,31,2,0,0.6,1.1200927064610728
Bank Transfer,35428.27,Tablet,London,Groceries,Discover,125.0,OTP,0.3283,1,7,8,5,5,0.0,0.7043328409650419
Online,99221.29,Laptop,Mumbai,Electronics,Visa,47.0,Biometric,0.4859,0,5,11,7,3,0.0,0.604671595414122
Online,81192.43,Mobile,Sydney,Restaurants,Mastercard,201.0,Password,0.843,0,8,16,14,2,0.25,0.21292538245394943
POS,2179.86,Mobile,Mumbai,Groceries,Discover,143.0,OTP,0.458,0,6,1,13,3,0.08333333333333333,0.8174697493517719
ATM Withdrawal,93268.49,Tablet,Mumbai,Travel,Amex,124.0,PIN,0.08,0,4,11,9,1,0.3076923076923077,0.14906443278791198
POS,9536.81,Laptop,New York,Clothing,Discover,125.0,Biometric,0.215,0,8,30,13,2,0.8,0.195775169857937
ATM Withdrawal,824.33,Laptop,New York,Electronics,Discover,98.0,OTP,0.8581,1,3,26,5,6,0.4444444444444444,0.3655789186237029
Bank Transfer,20685.61,Tablet,New York,Restaurants,Visa,222.0,Password,0.7014,0,6,27,13,1,0.4444444444444444,0.10678475085254746
POS,99238.64,Mobile,New York,Clothing,Amex,98.0,Password,0.0443,0,1,16,0,0,0.0,0.7592028370211278
Bank Transfer,80951.05,Laptop,Sydney,Groceries,Discover,182.0,Biometric,0.1235,1,12,30,19,5,0.4,0.041106397257975595
POS,28666.44,Laptop,New York,Travel,Visa,201.0,OTP,0.0593,1,6,24,8,5,0.8,0.019113531338815007
POS,46329.96,Laptop,Tokyo,Groceries,Discover,182.0,OTP,0.5924,1,7,23,14,6,0.0,0.006660781638712783
ATM Withdrawal,18862.89,Mobile,New York,Travel,Discover,108.0,OTP,0.9848,0,10,31,21,1,0.3,8.596936869630182
Bank Transfer,77773.95,Tablet,New York,Electronics,Amex,231.0,PIN,0.2831,0,7,5,2,2,0.4444444444444444,0.23117589536731453
Online,51174.76,Mobile,Mumbai,Clothing,Visa,124.0,OTP,0.6502,0,9,14,23,3,1.0,1.0942912905586728
ATM Withdrawal,3983.39,Tablet,Mumbai,Travel,Amex,197.0,Biometric,0.7704,0,2,13,12,0,0.16666666666666666,0.0742365503638713
POS,11508.38,Tablet,Mumbai,Restaurants,Visa,106.0,Biometric,0.3841,1,5,20,9,5,0.0,0.11175533020720242
POS,66546.04,Laptop,New York,Travel,Amex,153.0,OTP,0.6061,1,10,21,5,5,0.0,0.23202672342438216
POS,95602.93,Tablet,Tokyo,Electronics,Discover,232.0,OTP,0.5935,1,9,2,3,5,0.0,0.015170232742007213
POS,64182.71,Laptop,Mumbai,Travel,Mastercard,21.0,Password,0.7496,1,6,4,12,6,1.5,0.23050659043989202
ATM Withdrawal,97275.77,Mobile,Mumbai,Restaurants,Amex,235.0,PIN,0.2787,0,9,11,4,0,1.0,0.11846520030971296
Bank Transfer,12981.71,Tablet,Sydney,Travel,Discover,27.0,PIN,0.1032,0,7,21,2,4,2.0,0.04107913008900988
Bank Transfer,69394.38,Mobile,Mumbai,Travel,Amex,11.0,Password,0.8854,0,4,24,17,0,4.0,0.5756434400502197
ATM Withdrawal,38854.06,Tablet,New York,Groceries,Amex,174.0,OTP,0.0207,0,4,10,13,0,0.2,0.26344043369033454
Online,5998.3,Mobile,Tokyo,Restaurants,Amex,74.0,OTP,0.6658,1,10,22,19,6,0.2,0.30762296467406613
Bank Transfer,57703.67,Laptop,Mumbai,Restaurants,Visa,113.0,PIN,0.2237,0,1,9,3,0,0.16666666666666666,0.7506440927493558
Online,4071.23,Tablet,New York,Restaurants,Discover,58.0,Password,0.2979,0,2,8,12,2,0.07142857142857142,0.04091043702669543
Bank Transfer,54510.94,Tablet,London,Groceries,Amex,149.0,Biometric,0.6114,1,4,30,13,6,1.0,0.03873453660515109
Online,37150.31,Mobile,Tokyo,Clothing,Visa,29.0,Biometric,0.9917,1,12,9,6,5,0.2727272727272727,0.1524180705724583
Bank Transfer,42935.38,Laptop,London,Restaurants,Amex,138.0,OTP,0.6841,0,3,15,8,2,0.0,0.03139956993225277
POS,64461.03,Mobile,Mumbai,Restaurants,Visa,227.0,PIN,0.7814,0,11,1,0,2,0.375,10.694560669456067
Bank Transfer,98104.45,Tablet,New York,Clothing,Discover,77.0,Password,0.7578,1,7,1,2,5,0.36363636363636365,0.31744278268751414
Online,45876.47,Mobile,New York,Restaurants,Amex,188.0,OTP,0.9806,0,7,7,19,4,0.5714285714285714,1.3190759790651507
Bank Transfer,37615.42,Mobile,London,Groceries,Visa,115.0,Biometric,0.2688,0,3,6,15,0,0.8,3.709677419354839
POS,75179.9,Laptop,Tokyo,Groceries,Discover,7.0,Password,0.586,1,1,1,19,6,0.18181818181818182,0.18383807049517237
ATM Withdrawal,63997.42,Laptop,Tokyo,Travel,Visa,126.0,Password,0.5697,0,12,22,0,4,0.2857142857142857,0.13587912285109285
Bank Transfer,29165.43,Tablet,New York,Electronics,Amex,102.0,Biometric,0.9361,0,8,23,4,2,2.0,0.8479470839719288
POS,43442.12,Mobile,Tokyo,Restaurants,Discover,232.0,PIN,0.0155,0,3,28,11,1,0.14285714285714285,0.146357561257322
ATM Withdrawal,53268.54,Mobile,New York,Travel,Discover,90.0,PIN,0.2328,0,11,16,23,3,0.5714285714285714,0.1890182819934886
Online,56065.92,Tablet,Tokyo,Travel,Visa,51.0,OTP,0.4767,1,2,5,16,6,1.5,0.5000847744998305
POS,61443.11,Mobile,London,Travel,Amex,136.0,Biometric,0.8965,0,7,7,23,4,0.15384615384615385,3.9109589041095885
POS,93263.56,Mobile,London,Clothing,Mastercard,25.0,Password,0.5551,1,6,17,0,5,0.0,0.5483603154836031
POS,79639.89,Tablet,Mumbai,Restaurants,Mastercard,121.0,OTP,0.1765,0,11,3,8,4,0.4444444444444444,0.2138267228007977
Bank Transfer,80477.21,Laptop,New York,Electronics,Amex,161.0,Password,0.6019,0,5,29,22,0,0.16666666666666666,0.1396734460040103
Bank Transfer,9024.04,Mobile,Tokyo,Restaurants,Mastercard,191.0,PIN,0.0684,1,5,14,16,6,0.25,0.06255751694135364
ATM Withdrawal,86344.75,Mobile,Tokyo,Restaurants,Discover,20.0,PIN,0.8633,0,1,16,1,0,0.0,0.0051033266129032265
ATM Withdrawal,58693.35,Mobile,Tokyo,Restaurants,Mastercard,205.0,Biometric,0.5166,0,8,30,14,2,0.09090909090909091,1.3025243832472748
Bank Transfer,31356.72,Laptop,Tokyo,Electronics,Amex,110.0,Biometric,0.8747,0,4,13,12,3,1.0,0.24441909727880073
Bank Transfer,62626.56,Mobile,London,Groceries,Amex,42.0,Password,0.3576,0,4,3,19,0,0.15384615384615385,0.3005079962370649
Bank Transfer,62767.48,Laptop,Sydney,Clothing,Mastercard,166.0,Biometric,0.77,0,1,20,20,4,0.21428571428571427,9.813039309683605
ATM Withdrawal,16743.86,Tablet,Sydney,Electronics,Discover,29.0,Biometric,0.299,0,10,13,11,4,0.3333333333333333,0.01836205925425256
POS,52791.2,Mobile,New York,Travel,Mastercard,31.0,Password,0.3512,1,1,1,4,6,0.5,0.15887799265874103
Online,23445.53,Tablet,New York,Restaurants,Amex,124.0,OTP,0.8828,0,11,14,5,1,0.8,0.18465124838966937
POS,71290.44,Mobile,Sydney,Restaurants,Amex,196.0,PIN,0.445,0,7,24,13,0,0.16666666666666666,1.4474972796517955
Online,44850.81,Tablet,New York,Electronics,Amex,108.0,Password,0.0787,0,10,30,19,0,0.3333333333333333,0.1842779834804899
POS,32150.86,Tablet,Sydney,Travel,Discover,41.0,PIN,0.5997,0,4,12,10,2,4.0,0.38607852905212625
ATM Withdrawal,28357.85,Mobile,New York,Clothing,Visa,25.0,PIN,0.0959,0,10,6,2,4,0.36363636363636365,0.15890521502303215
Online,10775.05,Tablet,New York,Groceries,Mastercard,125.0,OTP,0.8628,1,11,12,3,6,0.0,0.5259073102224852
ATM Withdrawal,96653.31,Tablet,Tokyo,Restaurants,Discover,174.0,Password,0.2002,0,11,10,23,4,1.5,0.6916873719541433
POS,65688.94,Laptop,New York,Restaurants,Mastercard,176.0,OTP,0.4405,0,6,12,6,0,0.75,0.35465694398409014
Online,54020.04,Mobile,Sydney,Clothing,Amex,143.0,Password,0.7449,0,8,21,20,0,4.0,0.719632541720154
Bank Transfer,17253.39,Laptop,Tokyo,Clothing,Amex,126.0,Biometric,0.5072,0,9,28,3,3,0.6,0.3898666486157179
POS,80737.91,Mobile,London,Groceries,Discover,131.0,OTP,0.5173,1,8,13,5,6,0.4,0.12346561792396615
POS,64568.06,Tablet,London,Clothing,Visa,193.0,Biometric,0.6882,0,10,25,17,2,0.3333333333333333,2.1790967741935483
ATM Withdrawal,78799.41,Mobile,Mumbai,Clothing,Amex,103.0,OTP,0.2565,0,5,19,6,4,0.08333333333333333,3.134624937903627
Online,64240.82,Tablet,London,Groceries,Visa,194.0,PIN,0.6552,0,10,31,15,1,0.375,0.01593593486354019
Online,44462.71,Mobile,Sydney,Electronics,Amex,133.0,OTP,0.7904,1,2,19,1,6,0.42857142857142855,0.8679814274089321
POS,53188.57,Mobile,London,Clothing,Amex,87.0,PIN,0.2756,1,11,12,1,6,0.07142857142857142,0.14759578812507507
ATM Withdrawal,87888.56,Mobile,Mumbai,Clothing,Mastercard,76.0,Biometric,0.2618,0,7,14,2,4,0.2,0.0638267660631878
Bank Transfer,52826.22,Mobile,Mumbai,Groceries,Amex,185.0,Password,0.3989,0,2,28,16,1,0.0,0.09748477418334255
POS,47100.11,Laptop,London,Restaurants,Amex,62.0,OTP,0.5969,1,5,14,17,6,0.5,0.08312202577373302
POS,25964.32,Laptop,Mumbai,Travel,Visa,221.0,Password,0.83,1,8,19,19,5,0.375,0.1694522386238868
Online,10543.59,Tablet,Tokyo,Groceries,Discover,134.0,Biometric,0.1015,0,8,22,15,1,1.0,0.032070246858062534
POS,89407.05,Laptop,London,Clothing,Visa,176.0,Password,0.5397,0,8,23,13,2,0.0,0.5142753227859611
ATM Withdrawal,73453.02,Mobile,New York,Groceries,Amex,33.0,OTP,0.0205,0,5,2,22,1,0.0,0.583764289602613
Bank Transfer,52259.94,Tablet,New York,Clothing,Visa,217.0,Biometric,0.5849,0,11,9,0,3,0.0,0.06933333333333333
POS,79248.38,Tablet,Sydney,Electronics,Mastercard,71.0,PIN,0.5944,0,4,18,0,1,0.2,1.9659588263900147
POS,24560.83,Mobile,Mumbai,Restaurants,Mastercard,235.0,OTP,0.5801,0,10,16,18,0,0.5,0.02271562766865927
ATM Withdrawal,90417.32,Tablet,Sydney,Electronics,Visa,21.0,Biometric,0.2244,1,4,8,1,5,0.4,0.16897691283793087
Bank Transfer,61944.69,Tablet,Tokyo,Clothing,Discover,126.0,PIN,0.5947,0,7,5,3,2,0.0,0.2232569620537217
POS,35830.8,Laptop,London,Groceries,Mastercard,151.0,PIN,0.0357,1,11,4,20,5,0.14285714285714285,0.11343533850345838
POS,5448.63,Laptop,Sydney,Travel,Mastercard,95.0,OTP,0.5301,1,8,6,19,6,0.15384615384615385,0.010872730802834676
ATM Withdrawal,85015.32,Laptop,London,Travel,Mastercard,32.0,OTP,0.6671,0,6,20,14,1,0.25,2.0195718654434254
ATM Withdrawal,57563.49,Mobile,Tokyo,Travel,Mastercard,217.0,OTP,0.538,1,6,10,7,5,1.0,0.47097860872494524
ATM Withdrawal,9993.52,Mobile,Tokyo,Travel,Discover,28.0,PIN,0.4083,1,9,23,7,5,0.125,0.42685552407932015
Online,85784.98,Laptop,London,Clothing,Amex,92.0,Biometric,0.6131,0,5,4,3,3,0.5,0.06297816450500739
Online,72869.02,Mobile,Sydney,Groceries,Mastercard,20.0,Password,0.6497,0,7,21,21,4,0.5714285714285714,0.42310155535224153
Bank Transfer,73897.12,Laptop,Mumbai,Restaurants,Visa,160.0,PIN,0.4983,0,1,13,17,4,0.0,1.9809798270893368
ATM Withdrawal,66056.91,Tablet,Tokyo,Travel,Mastercard,146.0,Biometric,0.3434,0,11,30,4,3,2.0,0.048909451421017845
ATM Withdrawal,7204.27,Laptop,Mumbai,Groceries,Amex,74.0,PIN,0.8374,0,8,14,23,0,0.0,0.039796529024536204
ATM Withdrawal,17387.99,Mobile,New York,Restaurants,Visa,78.0,Biometric,0.5426,1,8,20,17,6,0.18181818181818182,1.3651832460732984
Online,36058.82,Mobile,New York,Electronics,Mastercard,39.0,OTP,0.2364,1,12,31,2,6,0.16666666666666666,0.12747712771344655
ATM Withdrawal,60349.42,Mobile,Mumbai,Electronics,Discover,231.0,Password,0.0541,0,11,16,22,3,0.0,0.4037674650698603
Online,23104.09,Tablet,Sydney,Travel,Visa,3.0,PIN,0.8745,0,6,5,13,0,0.08333333333333333,0.5554747180793016
ATM Withdrawal,11109.46,Mobile,Mumbai,Groceries,Mastercard,2.0,OTP,0.1175,0,4,19,7,2,0.14285714285714285,0.0873831676663205
Bank Transfer,2804.61,Laptop,London,Groceries,Visa,212.0,Password,0.3208,1,2,18,14,5,2.0,0.5148303912345747
ATM Withdrawal,25141.87,Tablet,London,Groceries,Discover,58.0,OTP,0.8699,0,1,24,6,1,0.36363636363636365,0.1179707761401733
Bank Transfer,63104.46,Mobile,New York,Electronics,Mastercard,161.0,OTP,0.0404,0,8,2,9,2,0.3333333333333333,0.08933121019108281
ATM Withdrawal,93908.61,Laptop,Sydney,Clothing,Mastercard,90.0,OTP,0.2968,0,10,31,18,1,0.0,3.5893773401747326
Online,53574.03,Laptop,Tokyo,Restaurants,Amex,187.0,Biometric,0.3063,0,1,6,18,4,0.07692307692307693,0.2770880361173815
Bank Transfer,72090.86,Tablet,Sydney,Restaurants,Mastercard,239.0,Biometric,0.7318,1,10,1,21,6,0.4,0.1646279522559892
